time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010443850000	4.99831	0.671098	5.21058	0.0416297	0.0614133	radar	2.13128	5.20902	0.66599	5.01315	0.679804	5.1727	0.272649
1477010443900000	5.29959	0.667095	5.26646	0.0313465	0.0365789	lidar	2.576	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
1477010443950000	5.55725	0.675489	5.28756	0.0346502	0.040011	radar	1.59708	5.22835	0.639362	5.53013	0.710295	5.16422	0.337868
1477010444000000	5.85152	0.689987	5.32638	0.0388683	0.043365	lidar	1.54553	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
1477010444050000	6.09482	0.620064	5.24878	-0.0130444	-0.0442596	radar	4.30595	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
1477010444100000	6.34995	0.730361	5.234	0.0571581	0.0669263	lidar	3.23339	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
1477010444150000	6.60001	0.763694	5.19251	0.0712788	0.0825227	radar	0.563751	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
1477010444200000	6.84791	0.760624	5.17924	0.0627954	0.0645125	lidar	0.364754	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
1477010444250000	7.09136	0.746549	5.09339	0.0477598	0.037797	radar	3.28509	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
1477010444300000	7.31127	0.827892	5.05114	0.0894587	0.0926871	lidar	2.74654	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
1477010444350000	7.60214	0.84122	5.15395	0.0875628	0.0838709	radar	4.31947	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
1477010444400000	7.85278	0.817533	5.1441	0.0669473	0.0510187	lidar	0.746361	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
1477010444450000	8.10248	0.836859	5.08634	0.0700518	0.0508648	radar	2.40776	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
1477010444500000	8.34004	0.8519	5.0658	0.0716454	0.0497753	lidar	0.448388	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
1477010444550000	8.60716	0.941708	5.15631	0.111038	0.0986443	radar	6.57535	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
1477010444600000	8.84434	0.998126	5.13451	0.130637	0.117765	lidar	0.683637	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
1477010444650000	9.13269	1.03821	5.19156	0.137793	0.118886	radar	6.69597	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
1477010444700000	9.37009	1.06882	5.16591	0.141847	0.116701	lidar	0.700286	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
1477010444750000	9.64813	1.14303	5.2187	0.164691	0.138182	radar	4.36167	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
1477010444800000	9.92055	1.26885	5.25207	0.211239	0.188921	lidar	2.85685	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
1477010444850000	10.1687	1.36166	5.19606	0.241047	0.217509	radar	4.62843	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
1477010444900000	10.394	1.44057	5.16569	0.261463	0.230267	lidar	1.12768	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
1477010444950000	10.6256	1.52904	5.08059	0.287602	0.253396	radar	3.96539	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
1477010445000000	10.8522	1.55698	5.04653	0.279694	0.227462	lidar	1.43109	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
1477010445050000	11.1172	1.60928	5.08802	0.278883	0.210278	radar	1.97888	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
1477010445100000	11.3969	1.65163	5.12386	0.27185	0.187166	lidar	2.01696	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
1477010445150000	11.6282	1.71033	5.07695	0.278439	0.185164	radar	0.909025	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
1477010445200000	11.8587	1.77247	5.0575	0.284898	0.181795	lidar	0.37119	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
1477010445250000	12.1137	1.86327	5.11523	0.299949	0.187222	radar	1.36484	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
1477010445300000	12.3575	1.88847	5.09508	0.284597	0.155759	lidar	0.783033	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
1477010445350000	12.6132	1.94883	5.13931	0.283597	0.142352	radar	0.978986	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
1477010445400000	12.8131	2.08369	5.10685	0.325902	0.187489	lidar	3.24028	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
1477010445450000	13.079	2.19107	5.19911	0.340869	0.190288	radar	3.45036	13.2198	2.66441	13.0075	2.33137	4.64258	2.01701
1477010445500000	13.282	2.33234	5.17158	0.38088	0.229297	lidar	2.46251	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
1477010445550000	13.4614	2.48179	5.06175	0.430012	0.284256	radar	10.7793	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
1477010445600000	13.7112	2.59471	5.09045	0.444003	0.283617	lidar	0.85663	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
1477010445650000	13.9305	2.70957	5.07038	0.462617	0.290808	radar	0.197381	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
1477010445700000	14.1591	2.8616	5.09527	0.493868	0.311467	lidar	0.54591	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
1477010445750000	14.409	2.96991	5.16175	0.493323	0.284215	radar	1.54602	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
1477010445800000	14.617	3.03953	5.10608	0.486299	0.258476	lidar	2.29128	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
1477010445850000	14.8476	3.19293	5.16671	0.509413	0.266437	radar	3.77417	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
1477010445900000	15.0546	3.38554	5.19083	0.554888	0.306335	lidar	1.06185	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
1477010445950000	15.2649	3.55399	5.1782	0.588531	0.333539	radar	2.50123	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
1477010446000000	15.4785	3.74026	5.20831	0.622927	0.355152	lidar	0.604861	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
1477010446050000	15.6901	3.875	5.19439	0.632418	0.345295	radar	1.00346	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
1477010446100000	15.9127	4.01571	5.19896	0.640442	0.333736	lidar	0.248143	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
1477010446150000	16.1075	4.18128	5.15382	0.669849	0.358295	radar	1.77042	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
1477010446200000	16.3052	4.37479	5.17873	0.701314	0.374644	lidar	0.345997	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
1477010446250000	16.5153	4.53895	5.19602	0.713584	0.364748	radar	0.658648	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
1477010446300000	16.6942	4.70552	5.17552	0.733578	0.367289	lidar	0.477311	16.6039	4.67344	16.613	4.5849	3.74	3.28438
1477010446350000	16.8453	4.90288	5.08743	0.784361	0.426611	radar	4.48104	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
1477010446400000	17.0098	5.1263	5.11554	0.825126	0.450015	lidar	0.49453	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
1477010446450000	17.179	5.29886	5.08391	0.844789	0.451047	radar	1.75259	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
1477010446500000	17.3393	5.4774	5.06458	0.864165	0.447573	lidar	0.226673	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
1477010446550000	17.4946	5.64943	5.01703	0.884974	0.452392	radar	3.26098	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
1477010446600000	17.69	5.7691	4.96713	0.869842	0.407514	lidar	1.98328	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
1477010446650000	17.8319	5.96849	4.93278	0.904996	0.435618	radar	1.04645	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
1477010446700000	18.0073	6.15549	4.94424	0.916267	0.422637	lidar	0.767938	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
1477010446750000	18.1562	6.3641	4.95839	0.940732	0.426257	radar	0.671224	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
1477010446800000	18.2778	6.59988	4.9814	0.980062	0.447674	lidar	0.488408	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
1477010446850000	18.4086	6.81511	4.97851	1.00867	0.458301	radar	0.229208	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
1477010446900000	18.5586	6.94957	4.89839	1.00106	0.423038	lidar	2.24438	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
1477010446950000	18.7082	7.15542	4.93033	1.00915	0.398811	radar	0.669202	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
1477010447000000	18.9076	7.29078	4.88545	0.983378	0.34485	lidar	4.0945	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
1477010447050000	18.9943	7.4965	4.81763	1.02722	0.391857	radar	4.07501	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
1477010447100000	19.0849	7.75815	4.86597	1.07355	0.423218	lidar	1.13692	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
1477010447150000	19.2059	7.96536	4.8667	1.08794	0.412392	radar	0.300163	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
1477010447200000	19.2852	8.18066	4.84635	1.11914	0.425197	lidar	1.37824	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
1477010447250000	19.3846	8.3913	4.84784	1.13421	0.410544	radar	2.28634	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
1477010447300000	19.4807	8.53863	4.74848	1.13702	0.391139	lidar	3.94477	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
1477010447350000	19.5713	8.74804	4.72559	1.16091	0.401499	radar	0.574069	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
1477010447400000	19.7347	8.91993	4.70061	1.14335	0.357776	lidar	4.17474	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
1477010447450000	19.8072	9.14241	4.67876	1.17902	0.389128	radar	1.02748	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
1477010447500000	19.9382	9.36634	4.7093	1.18363	0.371399	lidar	2.97926	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
1477010447550000	19.9821	9.59002	4.66323	1.23217	0.424427	radar	2.70426	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
1477010447600000	20.0694	9.82883	4.69391	1.25274	0.423303	lidar	0.741247	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
1477010447650000	20.13	10.0773	4.73586	1.27864	0.421702	radar	7.14395	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
1477010447700000	20.1774	10.3491	4.79183	1.31613	0.439911	lidar	0.887745	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
1477010447750000	20.1921	10.5865	4.76287	1.36673	0.488273	radar	2.88855	19.6774	10.803	20.1271	10.6247	0.845742	4.77652
1477010447800000	20.2503	10.8583	4.8216	1.39309	0.489471	lidar	2.01177	20.371	11.0109	20.1663	10.864	0.722256	4.7934
1477010447850000	20.2794	11.1146	4.85194	1.4216	0.488756	radar	4.88257	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
1477010447900000	20.3136	11.3528	4.84952	1.44523	0.487885	lidar	0.00178057	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
1477010447950000	20.257	11.6035	4.81216	1.52715	0.58618	radar	10.4773	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
1477010448000000	20.3293	11.8427	4.81923	1.53017	0.556359	lidar	4.86874	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
1477010448050000	20.3567	12.0764	4.83402	1.53144	0.501012	radar	3.79333	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
1477010448100000	20.3432	12.3624	4.89948	1.56897	0.513249	lidar	1.09476	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
1477010448150000	20.2921	12.6019	4.86906	1.63023	0.578596	radar	3.1083	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
1477010448200000	20.3175	12.8406	4.86204	1.64157	0.559245	lidar	1.90795	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
1477010448250000	20.305	13.0723	4.84374	1.66765	0.560715	radar	2.10587	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
1477010448300000	20.2699	13.2855	4.80356	1.69756	0.563854	lidar	1.02833	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
1477010448350000	20.2316	13.5205	4.80479	1.72285	0.55355	radar	1.30431	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
1477010448400000	20.2113	13.7784	4.83331	1.74343	0.544978	lidar	1.32263	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
1477010448450000	20.1552	14.0062	4.81654	1.78048	0.564721	radar	0.830074	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
1477010448500000	20.1	14.2608	4.84707	1.80944	0.564748	lidar	0.345298	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
1477010448550000	20.0281	14.4899	4.8436	1.84054	0.565559	radar	1.37369	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
1477010448600000	19.9194	14.744	4.88983	1.88407	0.581087	lidar	1.16829	19.781	14.773	19.934	14.6897	-1.30687	4.62805
1477010448650000	19.8534	14.9623	4.87065	1.89939	0.551872	radar	3.41892	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
1477010448700000	19.8234	15.18	4.83223	1.90798	0.532225	lidar	2.20264	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
1477010448750000	19.6898	15.3899	4.81104	1.98772	0.643333	radar	7.7759	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
1477010448800000	19.6608	15.5782	4.73194	1.99526	0.618525	lidar	3.69347	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
1477010448850000	19.5676	15.7835	4.71665	2.02073	0.607598	radar	1.36622	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
1477010448900000	19.4637	15.9967	4.71928	2.05017	0.606513	lidar	0.0156419	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
1477010448950000	19.363	16.2052	4.71669	2.06399	0.568939	radar	1.8659	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
1477010449000000	19.2537	16.3826	4.67308	2.09386	0.571637	lidar	0.692972	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
1477010449050000	19.136	16.5793	4.66622	2.12345	0.574792	radar	0.27441	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
1477010449100000	19.0057	16.7893	4.68827	2.15208	0.574106	lidar	0.138879	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
1477010449150000	18.8483	16.9811	4.70294	2.2135	0.64672	radar	6.45701	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
1477010449200000	18.6742	17.2159	4.79232	2.24822	0.646941	lidar	1.84416	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
1477010449250000	18.5729	17.421	4.77182	2.22859	0.541202	radar	6.14875	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
1477010449300000	18.3591	17.6127	4.83302	2.27594	0.561154	lidar	3.82418	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
1477010449350000	18.223	17.8047	4.82379	2.27733	0.504466	radar	2.28796	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
1477010449400000	18.092	17.991	4.80539	2.29293	0.494746	lidar	0.904509	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
1477010449450000	17.9159	18.1454	4.7903	2.33792	0.534346	radar	2.06325	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
1477010449500000	17.7853	18.2881	4.72079	2.35919	0.530166	lidar	1.10052	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
1477010449550000	17.6521	18.4693	4.70459	2.36575	0.500252	radar	6.62119	18.8558	18.1365	17.6334	18.5697	-3.43247	3.35973
1477010449600000	17.4577	18.6512	4.7521	2.39337	0.501978	lidar	0.48714	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
1477010449650000	17.2769	18.792	4.73671	2.4296	0.523142	radar	1.795	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
1477010449700000	17.1159	18.9287	4.69773	2.45398	0.522068	lidar	0.324959	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
1477010449750000	16.9486	19.0991	4.70568	2.46557	0.49949	radar	3.01423	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
1477010449800000	16.7317	19.2148	4.7081	2.50633	0.51621	lidar	2.7253	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
1477010449850000	16.5414	19.3681	4.72619	2.53076	0.519612	radar	3.24464	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
1477010449900000	16.3163	19.5295	4.79035	2.55636	0.517806	lidar	0.863437	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
1477010449950000	16.0933	19.6123	4.77184	2.60875	0.559849	radar	10.0986	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
1477010450000000	15.8878	19.7563	4.79571	2.62898	0.55108	lidar	0.769799	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
1477010450050000	15.6994	19.8812	4.76694	2.63251	0.499164	radar	3.191	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
1477010450100000	15.4686	20.0347	4.83107	2.64997	0.489646	lidar	1.33946	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
1477010450150000	15.2567	20.177	4.85437	2.66084	0.468587	radar	5.64836	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
1477010450200000	15.0685	20.3088	4.8388	2.67191	0.4559	lidar	1.82998	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
1477010450250000	14.8379	20.3911	4.83827	2.71048	0.481671	radar	2.17684	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
1477010450300000	14.6223	20.5104	4.84924	2.72699	0.473475	lidar	0.618868	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
1477010450350000	14.3854	20.5974	4.86791	2.76425	0.502071	radar	1.30265	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
1477010450400000	14.1389	20.6714	4.88332	2.79669	0.509499	lidar	0.732065	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
1477010450450000	13.9018	20.7428	4.89242	2.83271	0.532143	radar	0.363781	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
1477010450500000	13.6276	20.8064	4.94173	2.86777	0.539991	lidar	1.7271	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
1477010450550000	13.3793	20.8372	4.94903	2.9222	0.594731	radar	2.30867	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
1477010450600000	13.1332	20.8777	4.94814	2.95577	0.598802	lidar	0.159129	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
1477010450650000	12.9014	20.9366	4.93909	2.9766	0.586037	radar	1.78896	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
1477010450700000	12.7019	20.9796	4.87927	2.99951	0.581048	lidar	1.94022	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
1477010450750000	12.4492	21.0206	4.90235	3.0272	0.58117	radar	2.56067	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
1477010450800000	12.2025	21.0575	4.91304	3.05194	0.576198	lidar	0.151479	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
1477010450850000	11.964	21.0774	4.90932	3.08302	0.584201	radar	0.935887	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
1477010450900000	11.7216	21.0473	4.88787	3.12729	0.601115	lidar	1.87348	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
1477010450950000	11.4748	21.0339	4.88649	3.16241	0.606602	radar	1.0678	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
1477010451000000	11.2591	21.0268	4.84502	3.19153	0.606662	lidar	0.691824	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
1477010451050000	11.0053	20.9882	4.85664	3.23084	0.616184	radar	4.1171	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
1477010451100000	10.7954	20.9494	4.8062	3.26703	0.623807	lidar	0.568617	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
1477010451150000	10.5473	20.9492	4.79524	3.26997	0.566973	radar	5.6721	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
1477010451200000	10.2655	20.978	4.87284	3.27229	0.535485	lidar	3.42693	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
1477010451250000	10.0266	20.9597	4.86882	3.29093	0.523798	radar	1.01992	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
1477010451300000	9.83362	20.9201	4.79837	3.31963	0.52874	lidar	1.6739	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
1477010451350000	9.59911	20.9122	4.76691	3.31621	0.471099	radar	2.25966	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
1477010451400000	9.4069	20.86	4.704	3.34584	0.479546	lidar	1.02967	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
1477010451450000	9.18605	20.8181	4.69408	3.36848	0.48056	radar	1.47938	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
1477010451500000	8.89231	20.7879	4.79213	3.37691	0.46089	lidar	2.23108	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
1477010451550000	8.67822	20.7079	4.77108	3.4126	0.479329	radar	4.4637	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
1477010451600000	8.40166	20.6248	4.84329	3.43829	0.479533	lidar	2.7887	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
1477010451650000	8.17314	20.5444	4.84767	3.46804	0.49048	radar	0.110827	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
1477010451700000	7.93067	20.4648	4.86837	3.49062	0.487846	lidar	0.125863	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
1477010451750000	7.71486	20.378	4.87157	3.52492	0.512263	radar	3.50823	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
1477010451800000	7.40492	20.3211	4.98954	3.52431	0.480313	lidar	3.43453	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
1477010451850000	7.17267	20.2246	4.98797	3.54633	0.474844	radar	0.217579	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
1477010451900000	6.9077	20.1423	5.03721	3.55727	0.459486	lidar	0.650447	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
1477010451950000	6.6819	20.051	5.02127	3.573	0.446831	radar	0.476317	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
1477010452000000	6.43393	19.9599	5.04697	3.58569	0.435556	lidar	0.298744	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
1477010452050000	6.21674	19.8662	5.02907	3.60328	0.432113	radar	2.85017	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
1477010452100000	5.95359	19.7731	5.07791	3.60998	0.414546	lidar	0.741904	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
1477010452150000	5.72426	19.6269	5.1195	3.65007	0.451118	radar	1.96883	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
1477010452200000	5.54918	19.5033	5.05171	3.68061	0.461395	lidar	1.43041	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
1477010452250000	5.348	19.3539	5.04537	3.71464	0.477035	radar	1.76408	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
1477010452300000	5.13505	19.2522	5.0319	3.7249	0.462156	lidar	1.92402	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.94335	19.1406	4.97092	3.73404	0.435031	radar	4.66625	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.78206	18.9891	4.91758	3.76948	0.451797	lidar	0.748164	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.57325	18.8389	4.9517	3.79535	0.462849	radar	1.48063	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.3965	18.7069	4.91607	3.81602	0.460916	lidar	1.12152	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.2147	18.5649	4.87259	3.82984	0.439868	radar	1.34787	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09149	18.4092	4.7903	3.86859	0.461303	lidar	2.01445	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.90782	18.236	4.86757	3.90914	0.505329	radar	7.18115	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
